pair_idx,layer,clean_text,target_word,target_position,baseline_sentiment,corrupt_sentiment,full_layer_effect,position_effect,control_effect,position_specificity,expected_flip
0,0,The restaurant was incredible,incredible,4,0.9957805871963501,0.00012588489335030317,0.7422097623348236,0.7422097623348236,0.41851121187210083,0.3236985504627228,True
0,1,The restaurant was incredible,incredible,4,0.9957805871963501,0.00012588489335030317,0.885971188545227,0.885971188545227,0.4853254556655884,0.40064573287963867,True
0,2,The restaurant was incredible,incredible,4,0.9957805871963501,0.00012588489335030317,0.8816211670637131,0.8816211670637131,0.40709561109542847,0.4745255559682846,True
0,3,The restaurant was incredible,incredible,4,0.9957805871963501,0.00012588489335030317,0.8875629976391792,0.8875629976391792,0.36785441637039185,0.5197085812687874,True
0,4,The restaurant was incredible,incredible,4,0.9957805871963501,0.00012588489335030317,0.9027906432747841,0.9027906432747841,0.3459068536758423,0.5568837895989418,True
0,5,The restaurant was incredible,incredible,4,0.9957805871963501,0.00012588489335030317,0.7339250147342682,0.7339250147342682,0.1083492636680603,0.6255757510662079,True
0,6,The restaurant was incredible,incredible,4,0.9957805871963501,0.00012588489335030317,0.8928136080503464,0.8928136080503464,0.02717071771621704,0.8656428903341293,True
0,7,The restaurant was incredible,incredible,4,0.9957805871963501,0.00012588489335030317,0.7609564363956451,0.7609564363956451,0.0046846866607666016,0.7562717497348785,True
0,8,The restaurant was incredible,incredible,4,0.9957805871963501,0.00012588489335030317,0.6147032082080841,0.6147032082080841,0.0020723342895507812,0.6126308739185333,True
0,9,The restaurant was incredible,incredible,4,0.9957805871963501,0.00012588489335030317,0.938976101577282,0.938976101577282,0.0036614537239074707,0.9353146478533745,True
0,10,The restaurant was incredible,incredible,4,0.9957805871963501,0.00012588489335030317,0.9886522977612913,0.9886522977612913,0.004074454307556152,0.9845778434537351,True
0,11,The restaurant was incredible,incredible,4,0.9957805871963501,0.00012588489335030317,0.9956547023029998,0.9956547023029998,0.0,0.9956547023029998,True
1,0,This item is incredible,incredible,4,0.9883072972297668,1.0567870958766434e-05,0.7954703718423843,0.7954703718423843,0.3931209444999695,0.40234942734241486,True
1,1,This item is incredible,incredible,4,0.9883072972297668,1.0567870958766434e-05,0.8978811725974083,0.8978811725974083,0.41115784645080566,0.48672332614660263,True
1,2,This item is incredible,incredible,4,0.9883072972297668,1.0567870958766434e-05,0.8856959715485573,0.8856959715485573,0.29165375232696533,0.594042219221592,True
1,3,This item is incredible,incredible,4,0.9883072972297668,1.0567870958766434e-05,0.9019505754113197,0.9019505754113197,0.26314300298690796,0.6388075724244118,True
1,4,This item is incredible,incredible,4,0.9883072972297668,1.0567870958766434e-05,0.9023322835564613,0.9023322835564613,0.30083179473876953,0.6015004888176918,True
1,5,This item is incredible,incredible,4,0.9883072972297668,1.0567870958766434e-05,0.9568404480814934,0.9568404480814934,0.20019859075546265,0.7566418573260307,True
1,6,This item is incredible,incredible,4,0.9883072972297668,1.0567870958766434e-05,0.9613961800932884,0.9613961800932884,0.03915458917617798,0.9222415909171104,True
1,7,This item is incredible,incredible,4,0.9883072972297668,1.0567870958766434e-05,0.9388902261853218,0.9388902261853218,0.003519117832183838,0.935371108353138,True
1,8,This item is incredible,incredible,4,0.9883072972297668,1.0567870958766434e-05,0.9420939050614834,0.9420939050614834,0.004895627498626709,0.9371982775628567,True
1,9,This item is incredible,incredible,4,0.9883072972297668,1.0567870958766434e-05,0.9764900458976626,0.9764900458976626,0.00944828987121582,0.9670417560264468,True
1,10,This item is incredible,incredible,4,0.9883072972297668,1.0567870958766434e-05,0.9874389514443465,0.9874389514443465,0.01110011339187622,0.9763388380524702,True
1,11,This item is incredible,incredible,4,0.9883072972297668,1.0567870958766434e-05,0.9882967293588081,0.9882967293588081,0.0,0.9882967293588081,True
2,0,The restaurant was excellent,excellent,4,0.999739944934845,5.076905836176593e-06,0.8146785646677017,0.8146785646677017,0.15988844633102417,0.6547901183366776,True
2,1,The restaurant was excellent,excellent,4,0.999739944934845,5.076905836176593e-06,0.9129789173603058,0.9129789173603058,0.16557514667510986,0.7474037706851959,True
2,2,The restaurant was excellent,excellent,4,0.999739944934845,5.076905836176593e-06,0.9202623590826988,0.9202623590826988,0.1461908221244812,0.7740715369582176,True
2,3,The restaurant was excellent,excellent,4,0.999739944934845,5.076905836176593e-06,0.9485224112868309,0.9485224112868309,0.10405731201171875,0.8444650992751122,True
2,4,The restaurant was excellent,excellent,4,0.999739944934845,5.076905836176593e-06,0.9596472829580307,0.9596472829580307,0.09680545330047607,0.8628418296575546,True
2,5,The restaurant was excellent,excellent,4,0.999739944934845,5.076905836176593e-06,0.9686409812420607,0.9686409812420607,0.04095160961151123,0.9276893716305494,True
2,6,The restaurant was excellent,excellent,4,0.999739944934845,5.076905836176593e-06,0.9812010433524847,0.9812010433524847,0.014937758445739746,0.966263284906745,True
2,7,The restaurant was excellent,excellent,4,0.999739944934845,5.076905836176593e-06,0.9612817950546741,0.9612817950546741,0.003226637840270996,0.9580551572144032,True
2,8,The restaurant was excellent,excellent,4,0.999739944934845,5.076905836176593e-06,0.9666258692741394,0.9666258692741394,3.886222839355469e-05,0.9665870070457458,True
2,9,The restaurant was excellent,excellent,4,0.999739944934845,5.076905836176593e-06,0.9911438105627894,0.9911438105627894,0.00016313791275024414,0.9909806726500392,True
2,10,The restaurant was excellent,excellent,4,0.999739944934845,5.076905836176593e-06,0.9989970626193099,0.9989970626193099,0.00023800134658813477,0.9987590612727217,True
2,11,The restaurant was excellent,excellent,4,0.999739944934845,5.076905836176593e-06,0.9997348680290088,0.9997348680290088,0.0,0.9997348680290088,True
3,0,I found the novel brilliant,brilliant,5,0.009737162850797176,1.2332198821241036e-05,0.7700830409303308,0.3017458627000451,0.7595258662477136,-0.45778000354766846,True
3,1,I found the novel brilliant,brilliant,5,0.009737162850797176,1.2332198821241036e-05,0.5212518284097314,0.18753688130527735,0.6098541924729943,-0.422317311167717,True
3,2,I found the novel brilliant,brilliant,5,0.009737162850797176,1.2332198821241036e-05,0.39986360166221857,0.0952678183093667,0.6037238547578454,-0.5084560364484787,True
3,3,I found the novel brilliant,brilliant,5,0.009737162850797176,1.2332198821241036e-05,0.3298571417108178,0.05688801500946283,0.7180626103654504,-0.6611745953559875,True
3,4,I found the novel brilliant,brilliant,5,0.009737162850797176,1.2332198821241036e-05,0.24255046341568232,0.04494842607527971,0.611642093397677,-0.5666936673223972,True
3,5,I found the novel brilliant,brilliant,5,0.009737162850797176,1.2332198821241036e-05,0.04513332713395357,0.007526247762143612,0.5240513989701867,-0.5165251512080431,True
3,6,I found the novel brilliant,brilliant,5,0.009737162850797176,1.2332198821241036e-05,0.004112801514565945,0.00018605031073093414,0.3139146873727441,-0.31372863706201315,True
